title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
JT Montagem de Móveis Recife - (Tiago),5,17,,,,,http://montadordemoveisjt.blogspot.com/,+55 81 98187-0302,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=JT%20Montagem%20de%20M%C3%B3veis%20Recife%20-%20(Tiago)&query_place_id=ChIJMVu4-gQbqwcRoKv_gfMBUKE,Marceneiro
Montador de móveis recife - Luiz Alexandre,4.4,5,R. Bruno Veloso,Recife,Pernambuco,BR,https://www.instagram.com/montadordemoveisrecife/?hl=pt-br,+55 81 98889-6030,Loja de móveis,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20recife%20-%20Luiz%20Alexandre&query_place_id=ChIJZ3GmXyYfqwcRGJxh8lYvWfw,Loja de móveis
MONTADOR DE MÓVEIS,5,1,"R. Amália, 422",Recife,Pernambuco,BR,,+55 81 98526-5109,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS&query_place_id=ChIJibk7bAAZqwcR1yV8VU8WWxI,Moveleiro
Montador de móveis zona sul e regiões,4.9,395,"R. Edgar Amorim Amaral, do",São Paulo,São Paulo,BR,,+55 11 96643-2401,Marceneiro,Moveleiro,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20zona%20sul%20e%20regi%C3%B5es&query_place_id=ChIJ5zlQFPtTzpQRXzByFadpgr8,Marceneiro
Kassio montador,5,151,,,,,,+55 81 99993-9219,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kassio%20montador&query_place_id=ChIJq9WzjH0dqwcRBPHSjptbqjw,Marceneiro
RDM Montagens 981528898,5,310,,,,,http://rdmmontagensdemoveis.com.br/,+55 81 98152-8898,Moveleiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RDM%20Montagens%20981528898&query_place_id=ChIJ2-z1ArwDqwcR6K4Xkuu1AMA,Moveleiro
Montagem de Móveis Recife e regiões metropolitanas,5,2,,,,,http://www.montadordemoveisrecife.com.br/,+55 81 98307-6504,Service establishment,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montagem%20de%20M%C3%B3veis%20Recife%20e%20regi%C3%B5es%20metropolitanas&query_place_id=ChIJgzHO7HU9qwcRAdMmpIapuN8,Service establishment
MONTADOR DE MÓVEIS - L.A MONTAGEM DE MOVEIS,5,34,"Rua Coronel Pacheco, 2015",Recife,Pernambuco,BR,,+55 81 99850-2970,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS%20-%20L.A%20MONTAGEM%20DE%20MOVEIS&query_place_id=ChIJ9a2XafIbqwcR_EEjwoLDyfc,Marceneiro
"Ricardo Constantino - Recife, Casa Amarela",5,182,"Av. José Américo de Almeida, 235",Recife,Pernambuco,BR,https://www.instagram.com/montadordemoveisricardo/,+55 81 98850-2957,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ricardo%20Constantino%20-%20Recife%2C%20Casa%20Amarela&query_place_id=ChIJPRA5rYAZqwcR-_vS77CH_oM,Moveleiro
AlTB MONTAGEM DE MÓVEIS,5,1,,,,,,+55 93 98432-4212,Moveleiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=AlTB%20MONTAGEM%20DE%20M%C3%93VEIS&query_place_id=ChIJkywoXmsMs4wRHlo-bTAK4tQ,Moveleiro
Will Montador de Móveis (WV MONTAGEM),5,34,"1° travessa - Rua Alto do Eucalípto, 504",Recife,Pernambuco,BR,,+55 81 98708-7956,Prestador de serviços públicos,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Will%20Montador%20de%20M%C3%B3veis%20(WV%20MONTAGEM)&query_place_id=ChIJV3Q8DEUZqwcRuFB0pAkn8WI,Prestador de serviços públicos
Montador de Móveis em Recife,5,76,,,,,https://juniiormontagens.netlify.app/,+55 81 98939-5622,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20em%20Recife&query_place_id=ChIJ70tNBx6Oei4R1uHdr9a_4gM,Marceneiro
MONTADOR DE MÓVEIS EM RECIFE,5,3,Av. Beira Rio,Recife,Pernambuco,BR,https://topmontagens.servicosgold.com.br/,+55 81 97913-1509,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS%20EM%20RECIFE&query_place_id=ChIJ-6am0MAZqwcRUhQQupUbEf4,Moveleiro
Montador de Móveis em Recife,5,6,Av. Dois Rios,Recife,Pernambuco,BR,https://www.montagemdemoveisrecife.com.br/,+55 81 98738-5663,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20em%20Recife&query_place_id=ChIJBcAYKGUeqwcR5Iofcpp51yo,Moveleiro
Montador de Móveis - Toni Montagem,5,22,Av. Gov. Agamenon Magalhães,Recife,Pernambuco,BR,https://www.instagram.com/tonimontagem_de_moveis/,+55 81 98350-5045,Prestador de serviços públicos,Marceneiro,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20-%20Toni%20Montagem&query_place_id=ChIJxw0dc-obqwcRmPb4ndt9aik,Prestador de serviços públicos
MONTADOR DE MÓVEIS EM RECIFE,5,360,,,,,https://topmontagens.servicosgold.com.br/,+55 81 98833-0436,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS%20EM%20RECIFE&query_place_id=ChIJYfnRvN0bqwcR9vHNlTqXEpM,Marceneiro
MONTADOR DE MÓVEIS EM RECIFE,4.2,25,"Av. Afonso Olindense, 1513",Recife,Pernambuco,BR,,+55 81 98833-0436,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS%20EM%20RECIFE&query_place_id=ChIJ2TIC_QIZqwcRXilekIt9Gkk,Marceneiro
Montador de Móveis / Elton Batista,3.7,3,"Passagem Maravilha, 1777",Belém,Pará,BR,,+55 91 98864-4406,Escritório da empresa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20%2F%20Elton%20Batista&query_place_id=ChIJ20p9J7RrpJIRPNjYQ7xJLSE,Escritório da empresa
RD Montador De Móveis,4.6,9,"Passagem Virgínia, 469",Belém,Pará,BR,,+55 91 98104-1602,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RD%20Montador%20De%20M%C3%B3veis&query_place_id=ChIJZ8sQ_92NpJIRzR7-tK5BLxY,Marceneiro
Montador de móveis jorge reis,4.7,3,,,,,,+55 91 98320-4086,Prestador de serviços públicos,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20jorge%20reis&query_place_id=ChIJ_SPHbuqLpJIRBcg84FBIVwU,Prestador de serviços públicos
Fabrício montador de móveis,5,2,,,,,,+55 91 98927-6119,Loja de móveis,Marceneiro,Service establishment,,,,,,,,https://www.google.com/maps/search/?api=1&query=Fabr%C3%ADcio%20montador%20de%20m%C3%B3veis&query_place_id=ChIJS3EzRUhHaygRzX9Nr0sjoPU,Loja de móveis
Montador de moveis lucio tavares,5,2,,Belém,Pará,BR,,+55 91 98838-2384,Loja de artigos domésticos,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20moveis%20lucio%20tavares&query_place_id=ChIJ8_SnG4phpJIRu3NwhXyplNI,Loja de artigos domésticos
SOS.Montador de moveis Belém e região,5,59,Tv. Zig,Ananindeua,Pará,BR,https://www.xn--sosmontadordemoveisbelm-wcc.com.br/,+55 91 99101-2763,Prestador de serviços públicos,Escritório da empresa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SOS.Montador%20de%20moveis%20Bel%C3%A9m%20e%20regi%C3%A3o&query_place_id=ChIJBzyDopZfpJIRfl2VuWNRZbY,Prestador de serviços públicos
Montador de Móveis. Edvaldo Lima 22 anos Montando Sonhos.,5,65,"R. da Mata, 789",Belém,Pará,BR,,+55 91 98224-3196,Prestador de serviços públicos,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis.%20Edvaldo%20Lima%2022%20anos%20Montando%20Sonhos.&query_place_id=ChIJTclESviLpJIRV1M5W6AYQa0,Prestador de serviços públicos
Montador de móveis,5,2,"Passagem Demétrio, 39",Belém,Pará,BR,,+55 91 99822-6341,Escritório da empresa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis&query_place_id=ChIJwUGE2SZnpJIRVbHDzEORyXw,Escritório da empresa
Montador de Moveis,,,"Rodovia Mario Covas, Al. União, 03",Belém,PA,BR,,+55 91 98864-9796,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20Moveis&query_place_id=ChIJ-3kC4O5hpJIRLoVGdt1GjxE,
Montador de móveis profissional,5,10,"Al. Ns-25, 12",Belém,Pará,BR,https://www.instagram.com/montadordemoveisbelem_?igsh=MWh1czk3cmF6OXRidw==,+55 91 99266-2847,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20profissional&query_place_id=ChIJ30c-ujB_FiER00BAfYMPi9c,Marceneiro
Montador de Móveis Belém - Esmael Alves,5,158,"Al. Mendara, 21",Belém,Pará,BR,https://montador-de-moveis-esmael.negocio.site/?utm_source=gmb&utm_medium=referral,+55 91 98754-0334,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20Bel%C3%A9m%20-%20Esmael%20Alves&query_place_id=ChIJlRysn2-LpJIRA3Kw7T6kDKs,
MONTADOR DE MÓVEIS BELÉM,5,171,"Av. Nª Sra. de Nazaré, 1",Belém,Pará,BR,,+55 91 98160-1955,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS%20BEL%C3%89M&query_place_id=ChIJF7FlYz6LpJIRs1usAkvZ0Ps,Marceneiro
Luis Montador,5,4,,,,,,+55 16 98206-5857,Loja de móveis,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Luis%20Montador&query_place_id=ChIJI-xEKxW5uZQRkmRF70XaLVg,Loja de móveis
Amaury Montador,5,6,"R. Gonçalves e Clarinda Limiro, 485",Ribeirão Preto,São Paulo,BR,https://amaury-montador.ueniweb.com/?utm_campaign=gmb,+55 16 99266-2934,Oficina de conserto de móveis,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Amaury%20Montador&query_place_id=ChIJc4kNCD-VuZQRuqpP6QmR-Q8,Oficina de conserto de móveis
Wr Montagem de móveis,4.8,8,"R. Tocantins, 1188",Ribeirão Preto,São Paulo,BR,,+55 16 99184-8414,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wr%20Montagem%20de%20m%C3%B3veis&query_place_id=ChIJiUx5YN6_uZQRzP9LwPd3DbQ,Marceneiro
Montador Silva,5,1,"R. Gui Saad Salomão, n 761",Ribeirão Preto,São Paulo,BR,,+55 16 98135-6322,Ajuda com serviços domésticos,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20Silva&query_place_id=ChIJZ2RP8Ce9uZQRw0lugWlNxz0,Ajuda com serviços domésticos
geraldo montador de moveis,4.5,11,rua:niteroi 650 bl13 ap203 lagoinha,Ribeirão Preto,SP,BR,,+55 16 98859-6689,Prestador de serviços públicos,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=geraldo%20montador%20de%20moveis&query_place_id=ChIJ___TtFG_uZQRpT5km6c8xJ8,Prestador de serviços públicos
Wallace Montador De Móveis,5,18,R. Antônio R. de Almeida,Ribeirão Preto,São Paulo,BR,https://www.facebook.com/MontagemWra,+55 16 99626-7490,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wallace%20Montador%20De%20M%C3%B3veis&query_place_id=ChIJs5QwyUu_uZQRxdUz_MhpJog,Marceneiro
Montador de móveis Amaury_Ribeirão Preto,4.8,11,,,,,http://amaury_montador.ueniweb.com/,+55 16 99266-2934,Móveis de vime,Service establishment,Marceneiro,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20Amaury_Ribeir%C3%A3o%20Preto&query_place_id=ChIJh416TNm_uZQRkIU1bMtD7To,Móveis de vime
Loroan Montador de Móveis,5,2,,,,,,+55 16 98138-8788,Moveleiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Loroan%20Montador%20de%20M%C3%B3veis&query_place_id=ChIJQ5VFikwrRI0R5Qpx8q3WirY,Moveleiro
Montador De Móveis 016 RP,5,6,"Av. Dr. Francisco Junqueira, 2120",Ribeirão Preto,São Paulo,BR,http://www.montadordrmoveis.16.com.br/,+55 16 99226-2129,Marceneiro,Loja de móveis,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20De%20M%C3%B3veis%20016%20RP&query_place_id=ChIJNZwz_l-_uZQRcsq7-4O30ic,Marceneiro
GREGIO Montagens - Montador de Móveis em Ribeirão Preto,4.4,10,"R. José Adriano Marrey Júnior, 454",Ribeirão Preto,São Paulo,BR,,+55 16 99741-1286,Serviço de conserto,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GREGIO%20Montagens%20-%20Montador%20de%20M%C3%B3veis%20em%20Ribeir%C3%A3o%20Preto&query_place_id=ChIJz_EP4ha8uZQRLJ98Ci5VNlg,Serviço de conserto
Montador De Móveis E Carretos,5,3,,,,,https://api.whatsapp.com/send?phone=5516992793230&text=Bem%20vindo,+55 16 99279-3230,Serviço de transporte,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20De%20M%C3%B3veis%20E%20Carretos&query_place_id=ChIJ1benrenBuZQRu17k_lYAXhE,Serviço de transporte
Higor Montador de Móveis,5,8,,Ribeirão Preto,São Paulo,BR,,,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Higor%20Montador%20de%20M%C3%B3veis&query_place_id=ChIJf5HLu5C_uZQRck94uPyDSEc,Marceneiro
MONTADOR DE MÓVEIS - Serviços de Montagem e Desmontagem,5,354,"R. Américo Machado, 293",São Paulo,São Paulo,BR,https://sites.google.com/view/montarmoveis,+55 11 98695-9339,Loja de móveis usados,Marceneiro,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MONTADOR%20DE%20M%C3%93VEIS%20-%20Servi%C3%A7os%20de%20Montagem%20e%20Desmontagem&query_place_id=ChIJi8hFc5D5zpQRwGbkA2O8q58,Loja de móveis usados
Aleks Montador de Móveis,5,9,"R. Prof. Manuel Parra Filho, 185",Ribeirão Preto,São Paulo,BR,http://xn--montadordemoveisemribeiropreto-nsc.com/,+55 16 99130-1702,Prestador de serviços de construção civil,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Aleks%20Montador%20de%20M%C3%B3veis&query_place_id=ChIJseloli69uZQRC7UKeMmzZec,Prestador de serviços de construção civil
Montador de Móveis e Serviços de Eletricista | Gera Móveis Tonetto,5,161,"R. Arthur Furlan de Lazzari de Souza, n° 620",Ribeirão Preto,São Paulo,BR,https://geramoveistonetto.com.br/,+55 16 99139-1467,Prestador de serviços públicos,Eletricista,Prestador de serviços de climatização,Marceneiro,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20e%20Servi%C3%A7os%20de%20Eletricista%20%7C%20Gera%20M%C3%B3veis%20Tonetto&query_place_id=ChIJA2MxsmOXuZQRMrL85NSTb1k,Prestador de serviços públicos
Marceneiro Montador Planejados Oliveiras,5,23,R. Alaor de Souza Campos,Ribeirão Preto,São Paulo,BR,,+55 16 98264-1048,Marceneiro,Fornecedor de móveis planejados,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Marceneiro%20Montador%20Planejados%20Oliveiras&query_place_id=ChIJH80k2Xm_uZQRYeJu8uMWIq8,Marceneiro
F.V Montador De Móveis Ribeirão Preto Sp,5,10,R. Tamandaré,Ribeirão Preto,São Paulo,BR,http://www.fv.montadordemoveis.rp16.com.br/,+55 16 99776-4149,Móveis de vime,Marceneiro,,,,,,,,,https://www.google.com/maps/search/?api=1&query=F.V%20Montador%20De%20M%C3%B3veis%20Ribeir%C3%A3o%20Preto%20Sp&query_place_id=ChIJ5wBs7ku_uZQRyxha8Q9D7H0,Móveis de vime
Gil Montador de Móveis | Serviços de Marcenaria,5,292,"Av. Carlos Consoni, snº",Ribeirão Preto,SP,BR,https://gilmontadorrp.com.br/,+55 16 99714-1203,Prestador de serviços públicos,Fornecedor de móveis planejados,Marceneiro,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gil%20Montador%20de%20M%C3%B3veis%20%7C%20Servi%C3%A7os%20de%20Marcenaria&query_place_id=ChIJTeliIbmVuZQRaHuZXkmp2q8,Prestador de serviços públicos
Montador de Móveis em Ribeirão Preto e região/ RN,5,8,"R. Amador Bueno, 1160",Ribeirão Preto,São Paulo,BR,,+55 16 99404-3131,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20em%20Ribeir%C3%A3o%20Preto%20e%20regi%C3%A3o%2F%20RN&query_place_id=ChIJkQSxOAC_uZQRlaCVs47Wnzw,Moveleiro
ED Montagem de Móveis Ribeirão Preto,4.9,91,"R. Waldomiro Corrêa da Silva, 125",Ribeirão Preto,São Paulo,BR,http://www.montadordemoveisribeiraopreto.com/#!contato/c2q4,+55 16 98134-0794,Serviço de conserto,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ED%20Montagem%20de%20M%C3%B3veis%20Ribeir%C3%A3o%20Preto&query_place_id=ChIJbYHcTJCVuZQR8dS_vhuBUeI,Serviço de conserto
QR montador de móveis RJ,5,34,"Av. Maracanã, 479",Rio de Janeiro,Rio de Janeiro,BR,,+55 21 96590-3949,Moveleiro,Marceneiro,,,,,,,,,https://www.google.com/maps/search/?api=1&query=QR%20montador%20de%20m%C3%B3veis%20RJ&query_place_id=ChIJMZJecbP3cmARmPy1vMkn0_o,Moveleiro
montador de moveis,5,131,"Praia do Flamengo, 72",Rio de Janeiro,Rio de Janeiro,BR,http://montadordemoveis.blogspot.com/,+55 21 98842-8014,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=montador%20de%20moveis&query_place_id=ChIJW-0FeEndmwAR8PVHlc8oaKM,Marceneiro
Marcos Montador,5,143,R. Sen. Vergueiro,Rio de Janeiro,Rio de Janeiro,BR,http://marcosmontador.netlify.app/,+55 21 97928-8721,Loja de móveis,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Marcos%20Montador&query_place_id=ChIJt9wnVCNnmQARLkWgNbKnnCU,Loja de móveis
Montador de Móveis,5,6,"R. Humberto Teixeira, 944 Fundos",Rio de Janeiro,Rio de Janeiro,BR,https://rj.aguiamontagemdemoveis.com.br/,+55 21 97445-6611,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis&query_place_id=ChIJjc_IuqTfmwAROqHFiMNwk5M,Moveleiro
Ferreira Montador de Móveis Rio de Janeiro,5,20,"Av. das Américas, 4200",Rio de Janeiro,Rio de Janeiro,BR,https://sites.google.com/view/ferreiramontadordemoveis/p%C3%A1gina-inicial,+55 21 96417-8772,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ferreira%20Montador%20de%20M%C3%B3veis%20Rio%20de%20Janeiro&query_place_id=ChIJu6i3epKH_qQRY0DI__qT62Q,Marceneiro
Casé Móveis | Montador de Móveis RJ,4.8,182,"R. Haddock Lobo, 53",Rio de Janeiro,Rio de Janeiro,BR,,+55 21 98299-1864,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cas%C3%A9%20M%C3%B3veis%20%7C%20Montador%20de%20M%C3%B3veis%20RJ&query_place_id=ChIJr2GwGYi2FS8RntFkJnZqEo8,Marceneiro
Mp montador de móveis,4.9,115,"R. Saint Roman, 200",Rio de Janeiro,Rio de Janeiro,BR,https://fans.link/mpmontadordemoveis,+55 21 99186-5577,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mp%20montador%20de%20m%C3%B3veis&query_place_id=ChIJkb4d6pfVmwARF3J-jtO0jCE,Marceneiro
montador de móveis rio de janeiro,5,35,"Estr. Ver. Alceu de Carvalho, 6",Rio de Janeiro,Rio de Janeiro,BR,https://wa.me/qr/GB7D3WY2BOIDF1,+55 21 96837-2945,Moveleiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=montador%20de%20m%C3%B3veis%20rio%20de%20janeiro&query_place_id=ChIJYXMtgiPnmwAR9H_rCrNZ0GA,Moveleiro
Montador Aqui/ Montagem de Móveis,5,78,Av. Nossa Sra. de Copacabana,Rio de Janeiro,Rio de Janeiro,BR,,+55 21 97266-2914,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20Aqui%2F%20Montagem%20de%20M%C3%B3veis&query_place_id=ChIJS7jW_SLVmwARJUn1PaIBSqc,
Montador de moveis Nilton,5,245,"Av. Ataulfo de Paiva, 822",Rio de Janeiro,Rio de Janeiro,BR,,+55 21 99212-6627,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20moveis%20Nilton&query_place_id=ChIJOSH7cCoMa4sRaB2tLFpHDrk,Marceneiro
"Montador de móveis Rio de Janeiro, RJ - Nogueira",5,52,"Roa - R. Paula Nei, 68 - AP 105",Rio de Janeiro,Rio de Janeiro,BR,,+55 21 96821-0645,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20Rio%20de%20Janeiro%2C%20RJ%20-%20Nogueira&query_place_id=ChIJ0Tz-KFrfmwARDOdLMaD5zkY,Marceneiro
Montador de móveis,5,202,"Av. Ayrton Senna, 5500",Rio de Janeiro,Rio de Janeiro,BR,https://www.instagram.com/nsmontagem_moveis/profilecard/?igsh=cXVmNHF6eGdzMDR6,+55 21 96964-8547,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis&query_place_id=ChIJtUai-uAb9kkRnVFCbF5cwYQ,Marceneiro
Montador De Moveis,5,107,"Av. Afrânio de Melo Franco, 66",Rio de Janeiro,Rio de Janeiro,BR,http://montadordemoveis.blogspot.com/,+55 21 98842-8014,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20De%20Moveis&query_place_id=ChIJg0CdpL3VmwARb2xR2TQ8suE,Marceneiro
Montador de Móveis Profissional no Rio de Janeiro,5,61,,,,,https://montadorrj.com.br/,+55 21 99217-9165,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20Profissional%20no%20Rio%20de%20Janeiro&query_place_id=ChIJewX6pjBlmQARf1gZKn3p6pE,Marceneiro
Ramos Montagem de Móveis,5,1025,,,,,http://www.ramosmontagens.com.br/,+55 21 99075-3662,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ramos%20Montagem%20de%20M%C3%B3veis&query_place_id=ChIJx8Hj3Vx9mQARCGWeoq5QTuM,Marceneiro
Montador de Móvel RJ,5,297,Blvd. 28 de Setembro,Rio de Janeiro,Rio de Janeiro,BR,https://sites.google.com/view/montadordemovelrj/in%C3%ADcio,+55 21 99617-6764,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3vel%20RJ&query_place_id=ChIJgT0hrmQPh04RJt7euU_qfiQ,Marceneiro
S.O.S MONTADOR DE MÓVEIS RJ,4.9,331,"R. México, 119",Rio de Janeiro,Rio de Janeiro,BR,https://wa.me/5521997211817,+55 21 99721-1817,Marceneiro,Montadora de estruturas metálicas,,,,,,,,,https://www.google.com/maps/search/?api=1&query=S.O.S%20MONTADOR%20DE%20M%C3%93VEIS%20RJ&query_place_id=ChIJKWtzElbOmQARMExO3aO0Dfc,Marceneiro
Montador de móveis - PLANEJART - Montagens e desmontagens de móveis - Montador em Recife,4.8,16,"R. Exp Guilherme Brasileiro, 162",Recife,Pernambuco,BR,,+55 81 99648-6461,Prestador de serviços públicos,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20-%20PLANEJART%20-%20Montagens%20e%20desmontagens%20de%20m%C3%B3veis%20-%20Montador%20em%20Recife&query_place_id=ChIJDRv2ViYZqwcRw8aMdeI16Pw,Prestador de serviços públicos
Montador de móveis,5,109,"R. República do Peru, 380",Rio de Janeiro,Rio de Janeiro,BR,,+55 21 97477-7555,Marceneiro,Prestador de serviços de construção civil,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis&query_place_id=ChIJxwR7QsTVmwARlb0d2T7wgeI,Marceneiro
Montador de Móveis RJ | Montagem de Móveis | D' Paula,5,640,"R. Dias da Cruz, 420-422",Rio de Janeiro,Rio de Janeiro,BR,,+55 21 97401-3709,Marchand,Loja de móveis,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20RJ%20%7C%20Montagem%20de%20M%C3%B3veis%20%7C%20D'%20Paula&query_place_id=ChIJZwvgcbNdmQARAIoP0HpjJqU,Marchand
Montador de moveis,5,108,"R. Jardim Botânico, 544",Rio de Janeiro,Rio de Janeiro,BR,http://montadordemoveis-rj.blogspot.com/,+55 21 98842-8014,Marceneiro,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20moveis&query_place_id=ChIJH-n0kMDkmwARxPHMoxZYA7o,Marceneiro
Montador de Móveis/ Moura Reparos Residenciais,5,111,"R. Lúcia Helena, 275",Belo Horizonte,Minas Gerais,BR,https://www.mourareparos.com.br/,+55 31 99483-9098,Casa lar,Eletricista,Encanador,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%2F%20Moura%20Reparos%20Residenciais&query_place_id=ChIJiS5GjRGRpgAR-E-26rbmLF8,Casa lar
Montador De Móveis BH | Brito Montagens,5,115,,,,,https://sites.google.com/view/brito-montagens/p%C3%A1gina-inicial,+55 31 98702-9641,Marceneiro,Service establishment,Loja de móveis,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20De%20M%C3%B3veis%20BH%20%7C%20Brito%20Montagens&query_place_id=ChIJuwUKt82XpgARNG_npbCYSMc,Marceneiro
Montador de Móveis em Belo Horizonte | T&F montagem de moveis,5,105,,,,,https://wa.me/553193868789,+55 31 99386-8789,Marceneiro,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20M%C3%B3veis%20em%20Belo%20Horizonte%20%7C%20T%26F%20montagem%20de%20moveis&query_place_id=ChIJMcs2IBKVpgARuGM44T8YDjA,Marceneiro
Montador de móveis BH,4.6,54,,,,,http://montagemdemoveisbh.com/,+55 31 98743-8140,Loja de móveis,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montador%20de%20m%C3%B3veis%20BH&query_place_id=ChIJ8duhWpGZpgARxa3uPYHGaXo,Loja de móveis
